body,timestamp,sender,read
ఈరోజు SRH & RCB  ల మద్య క్రికెట్ మ్యాచ్. MyJio లో జియో క్రికెట్ ప్లే ఎలాంగ్ 2019 తో ఆపకుండా అడండి మరియు పెద్ద స్కోర్ చేయండి. ఈ లింక్ www.jio.com/r/fH4sdO1C4 చేయండి.,2019-03-31 11:02:44,JK-620016,true
"Airtel services on 9059062128 have expired due to no recharge.To start again,recharge with Unlimited/SMART PACK.Call 12181 or dial *121*51#.Ignore if recharged",2019-04-01 05:31:04,A$-AIRGSS,true
Best network best Plans! Airtel Launches L900 4G Technology in Hyderabad.Recharge with Rs119 & get  Unlimited Call+1GB Data+300SMS 28Days & enjoy BEST Network,2019-04-01 08:51:17,AP-FFSPRT,true
"Dear customer! Incoming call service for your Airtel mobile is about to barred. To Activate the service, recharge with Unlimited or SMART Pack. Dial *121*51#.",2019-04-01 10:48:19,AA-606361,true
"Airtel services on 9059062128 have expired due to no recharge.To start again,recharge with Unlimited/SMART PACK.Call 12181 or dial *121*51#.Ignore if recharged",2019-04-02 07:20:28,A$-AIRGSS,true
Scratch card & win upto Rs 100 cashback on recharge of 399 (1.5 GB/day for 84 days) on PhonePe for the number 9182108704 .Click https://phon.pe/jio to Recharge. T&C apply.,2019-04-02 08:36:56,JK-620016,true
Best network best Plans! Airtel Launches L900 4G Technology in Hyderabad.Recharge with Rs119 & get  Unlimited Call+1GB Data+300SMS 28Days & enjoy BEST Network,2019-04-02 10:46:01,AP-FFSPRT,true
"""ఆర్ ఆర్ మరియు ఆర్ సి బి మధ్య పోటీ జరుగుతున్నప్పుడు  జియో క్రికెట్ ప్లే తో ఆడి ఉత్తమమైనవి తీసుకురండి మరియు ఉత్తేజకరమైన బహుమతులు గెలుచుకోండి. MyJio డౌన్లోడ్ క్లిక్ చేయండి www.jio.com/r/fJncHXEgJ""",2019-04-02 13:45:12,JD-620016,true
" Airtel services on 9059062128 have expired due to no recharge.To start again,recharge with Unlimited/SMART PACK.Call 12181 or dial *121*51#.Ignore if recharged",2019-04-03 09:24:01,A$-AIRGSS,true
"Claim Your FREE Data Benefit Now!
Install My Airtel App & get 1GB free for 3 days, On First time Install.T&C
Download My Airtel App, Click airtel.in/5/1GB",2019-04-03 10:12:27,AA-650014,true
"Priyanka, you have 8 new notifications and 3 friend requests on Facebook: https://fb.com/l/1LrqFm9IqJRTTPn ",2019-04-03 15:22:26,57575751,true
Get upto Rs.30 cashback on recharge of 399 (1.5 GB/day for 84 days) through PayTM for your Jio number 9182108704. Click http://m.p-y.tm/pJio to Recharge Now! T&C apply.,2019-04-04 06:07:02,JK-620016,true
"URGENT!Due to no recharge,services on your Airtel 9059062128 have expired.Buy your favorite unlimited/SMART PACK.Call 12181 or dial *121*51#.Ignore if recharged",2019-04-04 08:57:50,A$-AIRGSS,true
"While receiving an international call, if an Indian number or no number is displayed on your phone, please inform on toll free number 1800110420 / 1963",2019-04-04 10:39:10,JB-REGINF,true
"Alert! To restart outgoing and data services on Airtel Mobile 9059062128, recharge with Unlimited or SMART Pack. For pack details, dial *121*51#",2019-04-05 04:26:24,A$-AIRGSF,true
"Claim Your FREE Data Benefit Now!
Install My Airtel App & get 1GB free for 3 days, On First time Install.T&C
Download My Airtel App, Click airtel.in/5/1GB",2019-04-05 10:09:34,AA-650014,true
"Priyanka, share an update with friends: https://fb.com/l/2tz5pXugfzVUKwI ",2019-04-05 14:57:18,57575751,true
Still not Recharged! Your Airtel services on 9059062128 have expired.Recharge now with Unlimited/SMART PACK. Call 12181 or dial *121*51#.Ignore if done,2019-04-06 08:59:58,A$-AIRGSS,true
"Priyanka, share an update with friends: https://fb.com/l/1ENzw9GqtXQaZ0G",2019-04-06 15:07:30,56161940,true
"Claim Your FREE Data Benefit Now!
Install My Airtel App & get 1GB free for 3 days, On First time Install.T&C
Download My Airtel App, Click airtel.in/5/1GB",2019-04-07 09:05:50,AA-650014,true
"You are not receiving calls on your phone.To start again with incoming and outgoing calls,recharge with Airtel Unlimited/Smart pack.Call 12181.Ignore if done",2019-04-07 09:50:14,A$-AIRGSS,true
Hi there! ISD call rates have been slashed for Nepal & Bangladesh on your Airtel Mobile. Call Nepal at Rs7.99/min and Bangladesh at Rs2.99/min without any separate ISD Pack.,2019-04-08 08:15:29,AA-AIRTEL,true
"Due to no recharge, Airtel services on 9059062128 are not working.To start, recharge with Unlimited/SMART PACK.Call 12181 or dial *121*51#.Ignore if done",2019-04-08 09:28:08,A$-AIRGSF,true
"Priyanka, you have 8 new notifications and 3 friend requests on Facebook: https://fb.com/l/1MsqM37FeEOYTUq ",2019-04-08 14:51:07,57575751,true
"Due to no recharge, Airtel services on 9059062128 are not working.To start, recharge with Unlimited/SMART PACK.Call 12181 or dial *121*51#.Ignore if done",2019-04-09 05:10:49,A$-AIRGSS,true
"Claim Your FREE Data Benefit Now!
Install My Airtel App & get 1GB free for 3 days, On First time Install.T&C
Download My Airtel App, Click airtel.in/5/1GB",2019-04-09 09:10:22,AA-650014,true
"Priyanka, you have 8 new notifications and 3 friend requests on Facebook: https://fb.com/l/1Fq09oLFXFgJ24U ",2019-04-09 15:03:48,57575751,true
"Recharge done on 10-04-2019 04:17PM,MRP:Rs10.00,PF:Rs1.00,GST 18% payable by Company/Distributor/Retailer:Rs1.53,Talktime:RS7.94,Bal:Rs7.94 TransID567418814.To check your balance,validity,call tariff and best recharges,dial *121*51# or download My Airtel App, click www.airtel.in/5/LBNV",2019-04-10 10:48:23,ERecharge,true
Download the Airtel TV App. Click get.airtel.tv,2019-04-10 10:48:25,ERecharge,true
"Hi Siva,

Users are loving the All New JD App. What's New? Live TV, News, Chat, Maps & more! Try Now:
https://www.justdial.com/app7dl

L&T FINANCE LTD
Begumpet,
+914066072222
18002094747
Address: https://www.justdial.com/map-283F4C7U",2019-04-10 11:07:30,AD-JUSTDL,true
"Due to no recharge, Airtel services on 9059062128 are not working.To start, recharge with Unlimited/SMART PACK.Call 12181 or dial *121*51#.Ignore if done",2019-04-10 11:17:06,A$-AIRGSS,true
"Recharge done on 10-04-2019 07:14PM,MRP:Rs19.00,GST 18% payable by Company/Distributor/Retailer:Rs2.90,TransID567804569.To check your balance,validity,call tariff and best recharges,dial *121*51# or download My Airtel App, click www.airtel.in/5/LBNV",2019-04-10 13:44:15,ERecharge,true
"Rs19:Unlimited LOC STD ROAM calls,100 SMS daily,200 MB DATA.Validity 2 DaysDownload the Airtel TV App. Click get.airtel.tv",2019-04-10 13:44:17,ERecharge,true
"Priyanka, you have 8 new notifications and 3 friend requests on Facebook: https://fb.com/l/1JgzS29z9PSDbrt ",2019-04-10 15:12:29,57575751,true
"మీ జియో నంబర్ 9182108704 పై ఉన్న ప్లాన్ గడువు తేదీ 16-04-2019. సేవలను నిలిపి వేయకుండా ఉండడానికి మీరు వెంటనే రీఛార్జ్ చేయండి. ఈ లింకు ను www.jio.com/r/fOUx01HOH క్లిక్ చేయండి లేదా మీ సమీప జియో రీటైలర్ ను సందర్శించండి. ఇతర ప్లాన్ వివరములకు, కాల్ చేయండి 1991.",2019-04-12 06:28:24,JB-JIOINF,true
"మీ జియో నంబర్ 9182108704 పై ఉన్న ప్లాన్ గడువు 16-04-2019 తో ముగుస్తుంది. ఉత్తమ విలువగల 399 ప్లాన్ తో ఈ రోజే రీచార్జ్ చేయండి మరియు 1.5 GB హై స్పీడ్ డేటా ఇంకా 84 వరకు అపరమితమైన కాలింగ్ సదుపాయాలతో ఆనందించండి. రీచార్జ్ చేయడానికి ఈ లింక్ www.jio.com/r/fOUsLqEAb క్లిక్ చేయండి.  T&C apply, మిగిలిన ప్లాన్ వివరాలకొరకు 1991 కు కాల్ చేయండి.",2019-04-12 07:27:39,JK-620016,true
Get upto Rs.300 cashback on recharge of 399 (1.5 GB/day for 84 days) on Amazon for your Jio number 9182108704. Click https://amzn.to/2RINLLm to recharge. T&C apply,2019-04-12 10:34:15,JM-620016,true
"You have used 50% of your 1.50 GB daily high speed data quota on your Jio Number 9182108704 as of 13-Apr-19 08:45. To track your balance and usage, give a missed call to 1299. To know more on how to manage your Jio account, click https://youtu.be/SZpJCHV4gdg
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",2019-04-13 03:15:42,JZ-JioPay,true
"మీ జియో నంబర్ 9182108704  పై 1.50 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 13-Apr-19 08:45 నాటికి 50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోగించిన వివరాలు ట్రాక్ చేయడానికి 1299 మీద మిస్స్ డ్  కాల్ ఇవ్వండి. మీ జీయో అకౌంట్ ను ఎలా మేనేజ్ చేయాలో, మరింత తెలుసుకోవడానికి, ఈ https://youtu.be/mKc7vFW0BBc 
లింకు ను క్లిక్ చేయండి. మీ ప్రస్తుత బ్యాలెన్స్, చెల్లుబాటు, ప్లాన్ వివరాలు మరియు ఉత్తేజకరమైన రీఛార్జ్ ప్రణాళికల కోసం 1991 డయల్ చేయండి",2019-04-13 03:16:13,JA-JioPay,true
"Your plan for Jio no.9182108704 will expire on 16-04-2019 To avoid STOPPAGE of services , you need to recharge IMMEDIATELY. Click www.jio.com/r/fPvoZ2yOc or visit your nearest Jio retailer.For other plans, call 1991.",2019-04-13 04:08:01,JB-JIOINF,true
"You have used 90% of your daily 1.50 GB high speed internet quota on your Jio Number 9182108704 as of 13-Apr-19 14:30. After consumption of 1.50 GB data, internet speed will be reduced in case you do not have any active data plan. Click http://tiny.jio.com/DataBooster to recharge with data booster and continue enjoying high speed internet. Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans. For tips on how to manage your data usage, click https://youtu.be/ZFUDydctV78",2019-04-13 09:00:32,JA-JioPay,true
"మీ జియో నంబర్ 9182108704 పై రోజువారీ హై స్పీడ్ ఇంటర్నెట్ డేటా కోటా 1.50 GB నుండి 90 శాతం డేటా ను 13-Apr-19 14:30 నాటికి ఉపయోగించారు. మొత్తం డేటా 1.50 GB ఉపయోగించిన తరువాత మీ దగ్గర ఎటువంటి యాక్టివ్ ప్లాన్ లు లేనట్లైతే ఇంటర్నెట్ స్పీడ్ తగ్గించబడుతుంది. డేటా బూస్టర్ తో రీచార్జ్ చేసి  హై స్పీడ్ ఇంటర్నెట్ డేటా ను ఆనందించడానికి ఈ లింక్ http://tiny.jio.com/DataBooster ను క్లిక్ చేయండి. ప్రస్తుత బ్యాలన్స్, వ్యాలిడిటీ, ప్లాన్ వివరాలు ఇంకా ఆశక్స్థికరమైన రీచార్జ్ ప్లాన్ల వివరాలకు 1991 కు కాల్ చేయండి. మీ డేటా వినియోగాన్ని ఎలా మేనేజ్ చేయాలి అనే దానిపై చిట్కాల కోసం, ఈ లింకు ను https://youtu.be/3O77Akb1xds క్లిక్ చేయండి.",2019-04-13 09:00:34,JA-JioPay,true
"You have exhausted 100% of your high speed internet quota from Data account of MRP 149 on your Jio Number 9182108704 as of 13-Apr-19 14:38. Internet speed will be reduced in case you do not have any active data plan. Click http://tiny.jio.com/DataBooster to recharge with data booster and continue enjoying high speed internet. Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",2019-04-13 09:08:52,JA-JioPay,true
"మీ మొబైల్ నంబర్ 9182108704 పై 13-Apr-19 14:38 నాటికి మీ దగ్గర ఉన్న MRP 149 ప్లాన్ లో Data అకౌంట్ లో ఉన్న హై స్పీడ్ కోటాను మీరు పూర్తిగా ఉపయోగించారు. మీ దగ్గర ఎటువంటి యాక్టివ్ ప్లాన్ లు లేనట్లైతే ఇంటర్నెట్ స్పీడ్ తగ్గించబడుతుంది. డేటా బూస్టర్ తో రీచార్జ్ చేసి  హై స్పీడ్ ఇంటర్నెట్ డేటా ను ఆనందించడానికి ఈ లింక్ http://tiny.jio.com/DataBooster ను క్లిక్ చేయండి. ప్రస్తుత బ్యాలన్స్, వ్యాలిడిటీ, ప్లాన్ వివరాలు ఇంకా ఆశక్స్థికరమైన రీచార్జ్  ప్లాన్ల వివరాలకు 1991 కు కాల్ చేయండి.",2019-04-13 09:08:54,JA-JioPay,true
Get upto Rs.30 cashback on recharge of 399 (1.5 GB/day for 84 days) through PayTM for your Jio number 9182108704. Click http://m.p-y.tm/pJio to Recharge Now! T&C apply.,2019-04-13 10:16:51,JK-620016,true
